[Header]2022-06-01 10:33:34,883 [ 1] INFO  SNSelfOrder.App: ==Startup=====================>>>
2022-06-01 10:33:34,903 [ 1] INFO  SNSelfOrder.App: Config:C:\Users\user\Desktop\SNSelfOrder
2022-06-01 10:33:34,904 [ 1] INFO  SNSelfOrder.App: App_root path=:C:\Users\user\Desktop\SNSelfOrder
2022-06-01 10:33:34,904 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\SNSelfOrder
2022-06-01 10:33:34,905 [ 1] INFO  SNSelfOrder.App: Application_Startup at C:\Users\user\source\repos\SNSelfOrder\bin\Debug\net5.0-windows\
2022-06-01 10:33:34,905 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\SNSelfOrder
2022-06-01 10:33:34,905 [ 1] INFO  SNSelfOrder.App: data source=C:\Users\user\Desktop\SNSelfOrder\db\prposdb.db3
2022-06-01 10:33:35,882 [ 1] INFO  SNSelfOrder.App: http://35.201.9.186/
2022-06-01 10:33:35,883 [ 1] INFO  SNSelfOrder.App: dd/MM/yyyy
2022-06-01 10:33:35,883 [ 1] INFO  SNSelfOrder.App: HH:mm:ss
2022-06-01 10:33:37,424 [ 1] INFO  SNSelfOrder.App: CheckCode send:{"Code":"01036027","MAC":"1C-1B-0D-EC-67-CF","RetCode":"","Message":"","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-06-01 10:33:37,928 [ 1] INFO  SNSelfOrder.App:  CheckCode return:{"Code":"01036027","MAC":"1C-1B-0D-EC-67-CF","RetCode":"0","Message":"","Token":"c8e53ef9b0934713801d784111339055","CustomerID":"3","Store_code":"TW","ExpiryDate":"24/03/2023","Pos_Code":"OT DEV1","Pos_Name":"For Dev","PosID":"17","CustomerName":"Orange Tea","Set_Code":"OT TW","AccessCode":"1kBa8V6TI28XdSfMYy/PTAQk","Config_code":"OT CV Cfg","SalePriceColumn":"sprice","TakeawayPriceColumn":"sprice2","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-06-01 10:33:37,972 [ 1] INFO  SNSelfOrder.App: doCheck 
2022-06-01 10:33:38,034 [ 8] ERROR SNSelfOrder.App:  CheckCode 2 :0
[Header]2022-06-01 10:34:13,298 [ 1] INFO  SNSelfOrder.App: ==Startup=====================>>>
2022-06-01 10:34:13,313 [ 1] INFO  SNSelfOrder.App: Config:C:\Users\user\Desktop\SNSelfOrder
2022-06-01 10:34:13,315 [ 1] INFO  SNSelfOrder.App: App_root path=:C:\Users\user\Desktop\SNSelfOrder
2022-06-01 10:34:13,315 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\SNSelfOrder
2022-06-01 10:34:13,315 [ 1] INFO  SNSelfOrder.App: Application_Startup at C:\Users\user\source\repos\SNSelfOrder\bin\Debug\net5.0-windows\
2022-06-01 10:34:13,315 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\SNSelfOrder
2022-06-01 10:34:13,315 [ 1] INFO  SNSelfOrder.App: data source=C:\Users\user\Desktop\SNSelfOrder\db\prposdb.db3
2022-06-01 10:34:14,080 [ 1] INFO  SNSelfOrder.App: http://35.201.9.186/
2022-06-01 10:34:14,081 [ 1] INFO  SNSelfOrder.App: dd/MM/yyyy
2022-06-01 10:34:14,081 [ 1] INFO  SNSelfOrder.App: HH:mm:ss
2022-06-01 10:34:15,242 [ 1] INFO  SNSelfOrder.App: CheckCode send:{"Code":"01036027","MAC":"1C-1B-0D-EC-67-CF","RetCode":"","Message":"","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-06-01 10:34:16,301 [ 1] INFO  SNSelfOrder.App:  CheckCode return:{"Code":"01036027","MAC":"1C-1B-0D-EC-67-CF","RetCode":"0","Message":"","Token":"3fdc188af4704772848b341e0c6f2c96","CustomerID":"3","Store_code":"TW","ExpiryDate":"24/03/2023","Pos_Code":"OT DEV1","Pos_Name":"For Dev","PosID":"17","CustomerName":"Orange Tea","Set_Code":"OT TW","AccessCode":"1kBa8V6TI28XdSfMYy/PTAQk","Config_code":"OT CV Cfg","SalePriceColumn":"sprice","TakeawayPriceColumn":"sprice2","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-06-01 10:34:16,344 [ 1] INFO  SNSelfOrder.App: doCheck 
2022-06-01 10:34:16,387 [ 4] ERROR SNSelfOrder.App:  CheckCode 2 :0
2022-06-01 10:34:21,485 [ 1] INFO  SNSelfOrder.App: image path is C:\Users\user\Desktop\SNSelfOrder\images
2022-06-01 10:34:21,486 [ 1] INFO  SNSelfOrder.App:  PageImage:6136
2022-06-01 10:34:21,489 [ 1] INFO  SNSelfOrder.App:  mod_button:0
2022-06-01 10:34:21,566 [ 1] INFO  SNSelfOrder.App:  posfastkey02:73
2022-06-01 10:34:21,599 [ 1] INFO  SNSelfOrder.App:  posfastkey02 image:30
