[Header]2022-05-31 21:07:28,039 [ 1] INFO  SNSelfOrder.App: ==Startup=====================>>>
2022-05-31 21:07:28,054 [ 1] INFO  SNSelfOrder.App: Config:C:\Users\user\Desktop\SNSelfOrder
2022-05-31 21:07:28,056 [ 1] INFO  SNSelfOrder.App: App_root path=:C:\Users\user\Desktop\SNSelfOrder
2022-05-31 21:07:28,056 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\SNSelfOrder
2022-05-31 21:07:28,057 [ 1] INFO  SNSelfOrder.App: Application_Startup at C:\Users\user\source\repos\SNSelfOrder\bin\Debug\net5.0-windows\
2022-05-31 21:07:28,057 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\SNSelfOrder
2022-05-31 21:07:28,057 [ 1] INFO  SNSelfOrder.App: data source=C:\Users\user\Desktop\SNSelfOrder\db\prposdb.db3
2022-05-31 21:07:28,727 [ 1] INFO  SNSelfOrder.App: http://35.201.9.186/
2022-05-31 21:07:28,727 [ 1] INFO  SNSelfOrder.App: dd/MM/yyyy
2022-05-31 21:07:28,727 [ 1] INFO  SNSelfOrder.App: HH:mm:ss
2022-05-31 21:07:30,364 [ 1] INFO  SNSelfOrder.App: CheckCode send:{"Code":"01036027","MAC":"1C-1B-0D-EC-67-CF","RetCode":"","Message":"","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-05-31 21:07:30,886 [ 1] INFO  SNSelfOrder.App:  CheckCode return:{"Code":"01036027","MAC":"1C-1B-0D-EC-67-CF","RetCode":"0","Message":"","Token":"6a528e2a684c4af2a15dcb1421d5298c","CustomerID":"3","Store_code":"TW","ExpiryDate":"24/03/2023","Pos_Code":"OT DEV1","Pos_Name":"For Dev","PosID":"17","CustomerName":"Orange Tea","Set_Code":"OT TW","AccessCode":"1kBa8V6TI28XdSfMYy/PTAQk","Config_code":"OT CV Cfg","SalePriceColumn":"sprice","TakeawayPriceColumn":"sprice2","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-05-31 21:07:30,929 [ 1] INFO  SNSelfOrder.App: doCheck 
2022-05-31 21:07:30,986 [ 6] ERROR SNSelfOrder.App:  CheckCode 2 :0
2022-05-31 21:07:35,955 [ 1] INFO  SNSelfOrder.App: image path is C:\Users\user\Desktop\SNSelfOrder\images
2022-05-31 21:07:35,956 [ 1] INFO  SNSelfOrder.App:  PageImage:6219
2022-05-31 21:07:35,960 [ 1] INFO  SNSelfOrder.App:  mod_button:0
2022-05-31 21:07:36,032 [ 1] INFO  SNSelfOrder.App:  posfastkey02:69
2022-05-31 21:07:36,556 [ 1] INFO  SNSelfOrder.App:  posfastkey02 image:521
2022-05-31 21:07:36,609 [ 1] INFO  SNSelfOrder.App:  psitem:52
2022-05-31 21:07:36,613 [ 1] INFO  SNSelfOrder.App:  psitem image:2
2022-05-31 21:07:36,615 [ 1] INFO  SNSelfOrder.App:  itemcombo:1
2022-05-31 21:07:36,762 [ 1] INFO  SNSelfOrder.App:  modifier:13
2022-05-31 21:07:36,763 [ 1] INFO  SNSelfOrder.App:  modifier image:0
2022-05-31 21:07:36,817 [ 1] INFO  SNSelfOrder.App:  psmodsetti image:1
2022-05-31 21:07:36,817 [ 1] INFO  SNSelfOrder.App:   ItemModValue:637896280568174831
2022-05-31 21:07:37,056 [ 1] INFO  SNSelfOrder.App:  itemmodifier:235
2022-05-31 21:07:37,056 [ 1] INFO  SNSelfOrder.App:   ItemVarietyValue:637896280570565108
2022-05-31 21:07:37,132 [ 1] INFO  SNSelfOrder.App:  itemvariety:54
2022-05-31 21:07:37,139 [ 1] INFO  SNSelfOrder.App:  promotions:2
2022-05-31 21:07:37,141 [ 1] INFO  SNSelfOrder.App:  end download check 
[Header]2022-05-31 21:08:42,188 [ 1] INFO  SNSelfOrder.App: ==Startup=====================>>>
