[Header]2022-06-08 23:49:15,558 [ 1] INFO  SNSelfOrder.App: ==Startup=====================>>>
2022-06-08 23:49:15,578 [ 1] INFO  SNSelfOrder.App: Config:C:\Users\user\Desktop\SNSelfOrder
2022-06-08 23:49:15,580 [ 1] INFO  SNSelfOrder.App: App_root path=:C:\Users\user\Desktop\SNSelfOrder
2022-06-08 23:49:15,580 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\SNSelfOrder
2022-06-08 23:49:15,581 [ 1] INFO  SNSelfOrder.App: Application_Startup at C:\Users\user\source\repos\SNSelfOrder\bin\Debug\net5.0-windows\
2022-06-08 23:49:15,581 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\SNSelfOrder
2022-06-08 23:49:15,581 [ 1] INFO  SNSelfOrder.App: data source=C:\Users\user\Desktop\SNSelfOrder\db\prposdb.db3
2022-06-08 23:49:17,672 [ 1] INFO  SNSelfOrder.App: http://35.201.9.186/
2022-06-08 23:49:17,672 [ 1] INFO  SNSelfOrder.App: zh-TW
2022-06-08 23:49:17,672 [ 1] INFO  SNSelfOrder.App: zh-TW
2022-06-08 23:49:17,672 [ 1] INFO  SNSelfOrder.App: NT$
2022-06-08 23:49:17,672 [ 1] INFO  SNSelfOrder.App: yyyy'年'M'月'd'日'
2022-06-08 23:49:17,673 [ 1] INFO  SNSelfOrder.App: yyyy/M/d
2022-06-08 23:49:17,673 [ 1] INFO  SNSelfOrder.App: tt hh:mm:ss
2022-06-08 23:49:19,060 [ 1] INFO  SNSelfOrder.App:  CheckCCode    
2022-06-08 23:49:19,268 [ 1] INFO  SNSelfOrder.App:  CheckConnectionCodeService Start   
2022-06-08 23:49:36,639 [ 1] INFO  SNSelfOrder.App:  CheckConnectionCodeService  :01036027
2022-06-08 23:49:36,905 [ 1] INFO  SNSelfOrder.App: CheckCode send:{"Code":"01036027","MAC":"1C-1B-0D-EC-67-CF","RetCode":"","Message":"","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-06-08 23:49:37,041 [ 1] INFO  SNSelfOrder.App:  CheckConnectionCodeService  :01036027
2022-06-08 23:49:37,041 [ 1] INFO  SNSelfOrder.App: CheckCode send:{"Code":"01036027","MAC":"1C-1B-0D-EC-67-CF","RetCode":"","Message":"","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-06-08 23:49:37,421 [ 1] INFO  SNSelfOrder.App:  CheckCode return:{"Code":"01036027","MAC":"1C-1B-0D-EC-67-CF","RetCode":"0","Message":"","Token":"0adc4b0461ad49058985ca735a818e5e","CustomerID":"3","Store_code":"TW","ExpiryDate":"24/03/2023","Pos_Code":"OT DEV1","Pos_Name":"For Dev","PosID":"17","CustomerName":"Orange Tea","Set_Code":"OT TW","AccessCode":"1kBa8V6TI28XdSfMYy/PTAQk","Config_code":"OT CV Cfg","SalePriceColumn":"sprice","TakeawayPriceColumn":"sprice2","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-06-08 23:49:37,468 [ 1] INFO  SNSelfOrder.App: doCheck 
