[Header]2022-07-09 00:11:48,875 [ 1] INFO  SNSelfOrder.App: ==Startup=====================>>>
2022-07-09 00:11:48,889 [ 1] INFO  SNSelfOrder.App: Config:C:\Users\user\Desktop\SNSelfOrder
2022-07-09 00:11:48,890 [ 1] INFO  SNSelfOrder.App: App_root path=:C:\Users\user\Desktop\SNSelfOrder
2022-07-09 00:11:48,890 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\SNSelfOrder
2022-07-09 00:11:48,891 [ 1] INFO  SNSelfOrder.App: Application_Startup at C:\Users\user\source\repos\SNSelfOrder\bin\Debug\net5.0-windows\
2022-07-09 00:11:48,891 [ 1] INFO  SNSelfOrder.App: PRPosUtils App Root Path =C:\Users\user\Desktop\SNSelfOrder
2022-07-09 00:11:48,891 [ 1] INFO  SNSelfOrder.App: data source=C:\Users\user\Desktop\SNSelfOrder\db\prposdb.db3
2022-07-09 00:11:49,457 [ 1] INFO  SNSelfOrder.App: http://35.201.9.186/
2022-07-09 00:11:49,457 [ 1] INFO  SNSelfOrder.App: zh-TW
2022-07-09 00:11:49,457 [ 1] INFO  SNSelfOrder.App: zh-TW
2022-07-09 00:11:49,457 [ 1] INFO  SNSelfOrder.App: NT$
2022-07-09 00:11:49,457 [ 1] INFO  SNSelfOrder.App: yyyy'年'M'月'd'日'
2022-07-09 00:11:49,457 [ 1] INFO  SNSelfOrder.App: yyyy/M/d
2022-07-09 00:11:49,457 [ 1] INFO  SNSelfOrder.App: tt hh:mm:ss
2022-07-09 00:11:50,702 [ 1] INFO  SNSelfOrder.App: CheckCode send:{"Code":"01036027","MAC":"1C-1B-0D-EC-67-CF","RetCode":"","Message":"","Token":"","CustomerID":"","Store_code":"","ExpiryDate":"","Pos_Code":"","Pos_Name":"","PosID":"","CustomerName":"","Set_Code":"","AccessCode":"","Config_code":"","SalePriceColumn":"","TakeawayPriceColumn":"","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-07-09 00:11:51,172 [ 1] INFO  SNSelfOrder.App:  CheckCode return:{"Code":"01036027","MAC":"1C-1B-0D-EC-67-CF","RetCode":"0","Message":"","Token":"cb54163d367d4742bbd6bc23124d4004","CustomerID":"3","Store_code":"CV","ExpiryDate":"24/03/2023","Pos_Code":"OT DEV1","Pos_Name":"For Dev","PosID":"17","CustomerName":"Orange Tea","Set_Code":"OT CV","AccessCode":"1kBa8V6TI28XdSfMYy/PTAQk","Config_code":"OT CV Cfg","SalePriceColumn":"sprice","TakeawayPriceColumn":"sprice2","UBereatPriceColumn":"","PhoneOrderPriceColumn":""}
2022-07-09 00:11:51,216 [ 1] INFO  SNSelfOrder.App: doCheck 
2022-07-09 00:11:51,274 [ 4] ERROR SNSelfOrder.App:  CheckCode 2 :0
2022-07-09 00:12:00,096 [ 1] INFO  SNSelfOrder.App: image path is C:\Users\user\Desktop\SNSelfOrder\images
2022-07-09 00:12:00,097 [ 1] INFO  SNSelfOrder.App:  PageImage:6820
2022-07-09 00:12:00,102 [ 1] INFO  SNSelfOrder.App:  mod_button:0
2022-07-09 00:12:00,431 [ 1] INFO  SNSelfOrder.App:  posfastkey02:328
2022-07-09 00:12:00,454 [ 1] INFO  SNSelfOrder.App:  posfastkey02 image:18
